rootsid,Outflows,Inflows,NetflowRatio,year,Period,name
134,361,591,0.24,1900,1900 - 1909,New Jersey
135,495,1192,0.41,1900,1900 - 1909,New Mexico
136,1156,1372,0.09,1900,1900 - 1909,New York
137,1115,837,-0.14,1900,1900 - 1909,North Carolina
138,794,1709,0.37,1900,1900 - 1909,North Dakota
139,2534,2462,-0.01,1900,1900 - 1909,Ohio
140,4836,10268,0.36,1900,1900 - 1909,Oklahoma
141,889,1677,0.31,1900,1900 - 1909,Oregon
142,1857,1562,-0.09,1900,1900 - 1909,Pennsylvania
143,6,6,0.0,1900,1900 - 1909,null
144,130,204,0.22,1900,1900 - 1909,Rhode Island
145,490,439,-0.05,1900,1900 - 1909,South Carolina
146,1028,1592,0.22,1900,1900 - 1909,South Dakota
147,2340,1589,-0.19,1900,1900 - 1909,Tennessee
148,5061,5081,0.0,1900,1900 - 1909,Texas
149,1,0,-1.0,1900,1900 - 1909,null
150,1851,1405,-0.14,1900,1900 - 1909,Utah
151,249,249,0.0,1900,1900 - 1909,Vermont
152,1357,1148,-0.08,1900,1900 - 1909,Virginia
153,1075,2831,0.45,1900,1900 - 1909,Washington
154,1535,1394,-0.05,1900,1900 - 1909,West Virginia
155,1302,1110,-0.08,1900,1900 - 1909,Wisconsin
156,499,728,0.19,1900,1900 - 1909,Wyoming
157,0,3,1.0,1900,1900 - 1909,Carolina
158,103,125,0.1,1900,1900 - 1909,Dakota
101,469,855,0.29,1800,1800 - 1809,Alabama
105,56,96,0.26,1800,1800 - 1809,Arkansas
106,20,54,0.46,1800,1800 - 1809,California
107,26,25,-0.02,1800,1800 - 1809,Colorado
109,1745,899,-0.32,1800,1800 - 1809,Connecticut
110,176,150,-0.08,1800,1800 - 1809,Delaware
111,46,45,-0.01,1800,1800 - 1809,District of Columbia
112,41,55,0.15,1800,1800 - 1809,Florida
113,1922,2248,0.08,1800,1800 - 1809,Georgia
116,2,5,0.43,1800,1800 - 1809,Idaho
117,349,692,0.33,1800,1800 - 1809,Illinois
118,825,1589,0.32,1800,1800 - 1809,Indiana
119,51,66,0.13,1800,1800 - 1809,Iowa
120,15,24,0.23,1800,1800 - 1809,Kansas
121,4509,6551,0.18,1800,1800 - 1809,Kentucky
122,123,351,0.48,1800,1800 - 1809,Louisiana
123,366,570,0.22,1800,1800 - 1809,Maine
124,1426,759,-0.31,1800,1800 - 1809,Maryland
125,1932,1257,-0.21,1800,1800 - 1809,Massachusetts
126,50,102,0.34,1800,1800 - 1809,Michigan
127,9,16,0.28,1800,1800 - 1809,Minnesota
128,241,504,0.35,1800,1800 - 1809,Mississippi
129,347,664,0.31,1800,1800 - 1809,Missouri
130,45,38,-0.08,1800,1800 - 1809,Montana
131,8,9,0.06,1800,1800 - 1809,Nebraska
132,2,2,0.0,1800,1800 - 1809,Nevada
133,776,599,-0.13,1800,1800 - 1809,New Hampshire
134,988,568,-0.27,1800,1800 - 1809,New Jersey
135,13,46,0.56,1800,1800 - 1809,New Mexico
136,2034,3878,0.31,1800,1800 - 1809,New York
137,6344,3294,-0.32,1800,1800 - 1809,North Carolina
138,7,5,-0.17,1800,1800 - 1809,North Dakota
139,2013,6610,0.53,1800,1800 - 1809,Ohio
140,56,62,0.05,1800,1800 - 1809,Oklahoma
141,38,40,0.03,1800,1800 - 1809,Oregon
142,3509,2578,-0.15,1800,1800 - 1809,Pennsylvania
143,53,39,-0.15,1800,1800 - 1809,null
144,476,265,-0.28,1800,1800 - 1809,Rhode Island
145,3649,2030,-0.29,1800,1800 - 1809,South Carolina
146,3,4,0.14,1800,1800 - 1809,South Dakota
147,3494,6235,0.28,1800,1800 - 1809,Tennessee
148,70,72,0.01,1800,1800 - 1809,Texas
149,2,3,0.2,1800,1800 - 1809,null
150,3,5,0.25,1800,1800 - 1809,Utah
151,1369,1359,0.0,1800,1800 - 1809,Vermont
152,9004,5080,-0.28,1800,1800 - 1809,Virginia
153,48,53,0.05,1800,1800 - 1809,Washington
154,1892,1927,0.01,1800,1800 - 1809,West Virginia
155,17,24,0.17,1800,1800 - 1809,Wisconsin
156,2,1,-0.33,1800,1800 - 1809,Wyoming
157,13,11,-0.08,1800,1800 - 1809,Carolina
158,1,4,0.6,1800,1800 - 1809,Dakota
101,2823,1878,-0.2,1870,1870 - 1879,Alabama
102,75,97,0.13,1870,1870 - 1879,null
104,116,442,0.58,1870,1870 - 1879,Arizona
105,3243,4490,0.16,1870,1870 - 1879,Arkansas
106,905,1670,0.3,1870,1870 - 1879,California
107,358,954,0.45,1870,1870 - 1879,Colorado
108,2,1,-0.33,1870,1870 - 1879,null
109,399,427,0.03,1870,1870 - 1879,Connecticut
110,232,222,-0.02,1870,1870 - 1879,Delaware
111,144,178,0.11,1870,1870 - 1879,District of Columbia
112,384,577,0.2,1870,1870 - 1879,Florida
113,2474,1368,-0.29,1870,1870 - 1879,Georgia
115,20,5,-0.6,1870,1870 - 1879,null
116,462,826,0.28,1870,1870 - 1879,Idaho
117,9434,5690,-0.25,1870,1870 - 1879,Illinois
118,5547,3584,-0.21,1870,1870 - 1879,Indiana
119,6913,6616,-0.02,1870,1870 - 1879,Iowa
120,3548,10155,0.48,1870,1870 - 1879,Kansas
121,3342,2360,-0.17,1870,1870 - 1879,Kentucky
122,901,894,0.0,1870,1870 - 1879,Louisiana
123,488,426,-0.07,1870,1870 - 1879,Maine
124,592,539,-0.05,1870,1870 - 1879,Maryland
125,955,1233,0.13,1870,1870 - 1879,Massachusetts
126,1714,2987,0.27,1870,1870 - 1879,Michigan
127,1282,2357,0.3,1870,1870 - 1879,Minnesota
128,2076,1212,-0.26,1870,1870 - 1879,Mississippi
129,7472,7638,0.01,1870,1870 - 1879,Missouri
130,158,278,0.28,1870,1870 - 1879,Montana
131,1373,4169,0.5,1870,1870 - 1879,Nebraska
132,369,252,-0.19,1870,1870 - 1879,Nevada
133,310,351,0.06,1870,1870 - 1879,New Hampshire
134,609,678,0.05,1870,1870 - 1879,New Jersey
135,79,144,0.29,1870,1870 - 1879,New Mexico
136,2667,2064,-0.13,1870,1870 - 1879,New York
137,1349,1067,-0.12,1870,1870 - 1879,North Carolina
138,54,210,0.59,1870,1870 - 1879,North Dakota
139,5603,3592,-0.22,1870,1870 - 1879,Ohio
140,433,843,0.32,1870,1870 - 1879,Oklahoma
141,741,1245,0.25,1870,1870 - 1879,Oregon
142,3101,2248,-0.16,1870,1870 - 1879,Pennsylvania
143,4,5,0.11,1870,1870 - 1879,null
144,215,300,0.17,1870,1870 - 1879,Rhode Island
145,663,501,-0.14,1870,1870 - 1879,South Carolina
146,153,826,0.69,1870,1870 - 1879,South Dakota
147,4003,2470,-0.24,1870,1870 - 1879,Tennessee
148,2231,7715,0.55,1870,1870 - 1879,Texas
149,1,1,0.0,1870,1870 - 1879,null
150,1168,1435,0.1,1870,1870 - 1879,Utah
151,414,419,0.01,1870,1870 - 1879,Vermont
152,2405,1843,-0.13,1870,1870 - 1879,Virginia
153,366,950,0.44,1870,1870 - 1879,Washington
154,1865,2278,0.1,1870,1870 - 1879,West Virginia
155,2617,1933,-0.15,1870,1870 - 1879,Wisconsin
156,129,180,0.17,1870,1870 - 1879,Wyoming
157,3,4,0.14,1870,1870 - 1879,Carolina
158,145,282,0.32,1870,1870 - 1879,Dakota
101,2675,1830,-0.19,1860,1860 - 1869,Alabama
102,54,68,0.11,1860,1860 - 1869,null
103,1,1,0.0,1860,1860 - 1869,null
104,57,62,0.04,1860,1860 - 1869,Arizona
105,2594,3569,0.16,1860,1860 - 1869,Arkansas
106,757,1576,0.35,1860,1860 - 1869,California
107,216,387,0.28,1860,1860 - 1869,Colorado
108,2,4,0.33,1860,1860 - 1869,null
109,457,469,0.01,1860,1860 - 1869,Connecticut
110,264,240,-0.05,1860,1860 - 1869,Delaware
111,165,191,0.07,1860,1860 - 1869,District of Columbia
112,357,544,0.21,1860,1860 - 1869,Florida
113,2431,1502,-0.24,1860,1860 - 1869,Georgia
114,1,0,-1.0,1860,1860 - 1869,null
115,0,11,1.0,1860,1860 - 1869,null
116,276,614,0.38,1860,1860 - 1869,Idaho
117,8675,8877,0.01,1860,1860 - 1869,Illinois
118,6370,5403,-0.08,1860,1860 - 1869,Indiana
119,5255,8291,0.22,1860,1860 - 1869,Iowa
120,1626,4401,0.46,1860,1860 - 1869,Kansas
121,3531,3049,-0.07,1860,1860 - 1869,Kentucky
122,805,979,0.1,1860,1860 - 1869,Louisiana
123,555,458,-0.1,1860,1860 - 1869,Maine
124,644,581,-0.05,1860,1860 - 1869,Maryland
125,985,1169,0.09,1860,1860 - 1869,Massachusetts
126,1544,4065,0.45,1860,1860 - 1869,Michigan
127,877,2826,0.53,1860,1860 - 1869,Minnesota
128,1809,1379,-0.13,1860,1860 - 1869,Mississippi
129,6188,8915,0.18,1860,1860 - 1869,Missouri
130,165,273,0.25,1860,1860 - 1869,Montana
131,704,1686,0.41,1860,1860 - 1869,Nebraska
132,199,412,0.35,1860,1860 - 1869,Nevada
133,406,390,-0.02,1860,1860 - 1869,New Hampshire
134,580,756,0.13,1860,1860 - 1869,New Jersey
135,66,65,-0.01,1860,1860 - 1869,New Mexico
136,4076,2557,-0.23,1860,1860 - 1869,New York
137,1590,1019,-0.22,1860,1860 - 1869,North Carolina
138,29,55,0.31,1860,1860 - 1869,North Dakota
139,8175,4573,-0.28,1860,1860 - 1869,Ohio
140,214,300,0.17,1860,1860 - 1869,Oklahoma
141,594,1004,0.26,1860,1860 - 1869,Oregon
142,3956,2596,-0.21,1860,1860 - 1869,Pennsylvania
143,4,5,0.11,1860,1860 - 1869,null
144,213,209,-0.01,1860,1860 - 1869,Rhode Island
145,792,487,-0.24,1860,1860 - 1869,South Carolina
146,50,98,0.32,1860,1860 - 1869,South Dakota
147,4024,3016,-0.14,1860,1860 - 1869,Tennessee
148,1817,4038,0.38,1860,1860 - 1869,Texas
149,1,1,0.0,1860,1860 - 1869,null
150,1045,1732,0.25,1860,1860 - 1869,Utah
151,613,526,-0.08,1860,1860 - 1869,Vermont
152,7456,2481,-0.5,1860,1860 - 1869,Virginia
153,283,536,0.31,1860,1860 - 1869,Washington
154,2345,6464,0.47,1860,1860 - 1869,West Virginia
155,2862,3033,0.03,1860,1860 - 1869,Wisconsin
156,77,99,0.12,1860,1860 - 1869,Wyoming
157,5,4,-0.11,1860,1860 - 1869,Carolina
158,41,81,0.33,1860,1860 - 1869,Dakota
101,1024,3267,0.52,1810,1810 - 1819,Alabama
102,3,5,0.25,1810,1810 - 1819,null
104,1,1,0.0,1810,1810 - 1819,Arizona
105,138,324,0.4,1810,1810 - 1819,Arkansas
106,30,72,0.41,1810,1810 - 1819,California
107,38,34,-0.06,1810,1810 - 1819,Colorado
109,1292,655,-0.33,1810,1810 - 1819,Connecticut
110,184,135,-0.15,1810,1810 - 1819,Delaware
111,47,48,0.01,1810,1810 - 1819,District of Columbia
112,60,91,0.21,1810,1810 - 1819,Florida
113,2461,2218,-0.05,1810,1810 - 1819,Georgia
116,4,6,0.2,1810,1810 - 1819,Idaho
117,785,1858,0.41,1810,1810 - 1819,Illinois
118,1654,4624,0.47,1810,1810 - 1819,Indiana
119,105,142,0.15,1810,1810 - 1819,Iowa
120,26,21,-0.11,1810,1810 - 1819,Kansas
121,6000,5195,-0.07,1810,1810 - 1819,Kentucky
122,223,436,0.32,1810,1810 - 1819,Louisiana
123,440,431,-0.01,1810,1810 - 1819,Maine
124,1044,480,-0.37,1810,1810 - 1819,Maryland
125,1577,976,-0.24,1810,1810 - 1819,Massachusetts
126,126,208,0.25,1810,1810 - 1819,Michigan
127,24,27,0.06,1810,1810 - 1819,Minnesota
128,502,1110,0.38,1810,1810 - 1819,Mississippi
129,656,1733,0.45,1810,1810 - 1819,Missouri
130,47,52,0.05,1810,1810 - 1819,Montana
131,13,13,0.0,1810,1810 - 1819,Nebraska
132,2,2,0.0,1810,1810 - 1819,Nevada
133,635,500,-0.12,1810,1810 - 1819,New Hampshire
134,893,509,-0.27,1810,1810 - 1819,New Jersey
135,16,28,0.27,1810,1810 - 1819,New Mexico
136,2939,3679,0.11,1810,1810 - 1819,New York
137,5430,2633,-0.35,1810,1810 - 1819,North Carolina
138,3,3,0.0,1810,1810 - 1819,North Dakota
139,3345,8009,0.41,1810,1810 - 1819,Ohio
140,84,87,0.02,1810,1810 - 1819,Oklahoma
141,49,43,-0.07,1810,1810 - 1819,Oregon
142,3891,2747,-0.17,1810,1810 - 1819,Pennsylvania
143,26,29,0.05,1810,1810 - 1819,null
144,322,212,-0.21,1810,1810 - 1819,Rhode Island
145,3328,1582,-0.36,1810,1810 - 1819,South Carolina
146,4,7,0.27,1810,1810 - 1819,South Dakota
147,5191,5962,0.07,1810,1810 - 1819,Tennessee
148,97,132,0.15,1810,1810 - 1819,Texas
149,3,2,-0.2,1810,1810 - 1819,null
150,5,9,0.29,1810,1810 - 1819,Utah
151,1424,928,-0.21,1810,1810 - 1819,Vermont
152,7615,4390,-0.27,1810,1810 - 1819,Virginia
153,42,50,0.09,1810,1810 - 1819,Washington
154,2057,2090,0.01,1810,1810 - 1819,West Virginia
155,32,63,0.33,1810,1810 - 1819,Wisconsin
156,3,2,-0.2,1810,1810 - 1819,Wyoming
157,13,9,-0.18,1810,1810 - 1819,Carolina
158,1,2,0.33,1810,1810 - 1819,Dakota
101,13,8,-0.24,1960,1960 - 1969,Alabama
102,2,3,0.2,1960,1960 - 1969,null
104,9,10,0.05,1960,1960 - 1969,Arizona
105,10,7,-0.18,1960,1960 - 1969,Arkansas
106,39,58,0.2,1960,1960 - 1969,California
107,16,13,-0.1,1960,1960 - 1969,Colorado
109,9,2,-0.64,1960,1960 - 1969,Connecticut
110,2,3,0.2,1960,1960 - 1969,Delaware
111,12,6,-0.33,1960,1960 - 1969,District of Columbia
112,18,29,0.23,1960,1960 - 1969,Florida
113,7,17,0.42,1960,1960 - 1969,Georgia
114,1,1,0.0,1960,1960 - 1969,null
115,3,2,-0.2,1960,1960 - 1969,null
116,9,9,0.0,1960,1960 - 1969,Idaho
117,21,26,0.11,1960,1960 - 1969,Illinois
118,17,14,-0.1,1960,1960 - 1969,Indiana
119,9,12,0.14,1960,1960 - 1969,Iowa
120,14,15,0.03,1960,1960 - 1969,Kansas
121,13,11,-0.08,1960,1960 - 1969,Kentucky
122,13,10,-0.13,1960,1960 - 1969,Louisiana
123,3,6,0.33,1960,1960 - 1969,Maine
124,4,6,0.2,1960,1960 - 1969,Maryland
125,6,9,0.2,1960,1960 - 1969,Massachusetts
126,8,11,0.16,1960,1960 - 1969,Michigan
127,5,9,0.29,1960,1960 - 1969,Minnesota
128,4,4,0.0,1960,1960 - 1969,Mississippi
129,13,12,-0.04,1960,1960 - 1969,Missouri
130,4,3,-0.14,1960,1960 - 1969,Montana
131,10,8,-0.11,1960,1960 - 1969,Nebraska
132,6,8,0.14,1960,1960 - 1969,Nevada
133,1,1,0.0,1960,1960 - 1969,New Hampshire
134,11,11,0.0,1960,1960 - 1969,New Jersey
135,3,9,0.5,1960,1960 - 1969,New Mexico
136,13,13,0.0,1960,1960 - 1969,New York
137,9,6,-0.2,1960,1960 - 1969,North Carolina
138,1,7,0.75,1960,1960 - 1969,North Dakota
139,16,22,0.16,1960,1960 - 1969,Ohio
140,17,13,-0.13,1960,1960 - 1969,Oklahoma
141,4,6,0.2,1960,1960 - 1969,Oregon
142,13,11,-0.08,1960,1960 - 1969,Pennsylvania
143,1,0,-1.0,1960,1960 - 1969,null
144,2,2,0.0,1960,1960 - 1969,Rhode Island
145,2,5,0.43,1960,1960 - 1969,South Carolina
146,2,3,0.2,1960,1960 - 1969,South Dakota
147,11,20,0.29,1960,1960 - 1969,Tennessee
148,40,38,-0.03,1960,1960 - 1969,Texas
150,24,14,-0.26,1960,1960 - 1969,Utah
151,0,1,1.0,1960,1960 - 1969,Vermont
152,8,11,0.16,1960,1960 - 1969,Virginia
153,11,19,0.27,1960,1960 - 1969,Washington
154,13,6,-0.37,1960,1960 - 1969,West Virginia
155,8,7,-0.07,1960,1960 - 1969,Wisconsin
156,6,3,-0.33,1960,1960 - 1969,Wyoming
101,1289,1036,-0.11,1910,1910 - 1919,Alabama
102,95,62,-0.21,1910,1910 - 1919,
103,1,2,0.33,1910,1910 - 1919,
104,463,908,0.32,1910,1910 - 1919,Arizona
105,2915,2379,-0.1,1910,1910 - 1919,Arkansas
106,1229,2777,0.39,1910,1910 - 1919,California
107,1552,2141,0.16,1910,1910 - 1919,Colorado
108,1,0,-1.0,1910,1910 - 1919,null
109,173,278,0.23,1910,1910 - 1919,Connecticut
110,134,146,0.04,1910,1910 - 1919,Delaware
111,206,215,0.02,1910,1910 - 1919,District of Columbia
112,513,783,0.21,1910,1910 - 1919,Florida
113,969,929,-0.02,1910,1910 - 1919,Georgia
115,25,22,-0.06,1910,1910 - 1919,
116,1527,2338,0.21,1910,1910 - 1919,Idaho
117,2865,2651,-0.04,1910,1910 - 1919,Illinois
118,2215,2114,-0.02,1910,1910 - 1919,Indiana
119,2695,2412,-0.06,1910,1910 - 1919,Iowa
120,3414,2991,-0.07,1910,1910 - 1919,Kansas
121,2280,1593,-0.18,1910,1910 - 1919,Kentucky
122,736,806,0.05,1910,1910 - 1919,Louisiana
123,191,249,0.13,1910,1910 - 1919,Maine
124,404,489,0.1,1910,1910 - 1919,Maryland
125,542,654,0.09,1910,1910 - 1919,Massachusetts
126,1207,1785,0.19,1910,1910 - 1919,Michigan
127,1428,1832,0.12,1910,1910 - 1919,Minnesota
128,851,576,-0.19,1910,1910 - 1919,Mississippi
129,4403,3147,-0.17,1910,1910 - 1919,Missouri
130,836,1539,0.3,1910,1910 - 1919,Montana
131,1828,1516,-0.09,1910,1910 - 1919,Nebraska
132,231,211,-0.05,1910,1910 - 1919,Nevada
133,183,245,0.14,1910,1910 - 1919,New Hampshire
134,365,516,0.17,1910,1910 - 1919,New Jersey
135,954,1017,0.03,1910,1910 - 1919,New Mexico
136,1049,1183,0.06,1910,1910 - 1919,New York
137,1081,949,-0.07,1910,1910 - 1919,North Carolina
138,1044,1032,-0.01,1910,1910 - 1919,North Dakota
139,2159,2812,0.13,1910,1910 - 1919,Ohio
140,4907,6158,0.11,1910,1910 - 1919,Oklahoma
141,1111,1576,0.17,1910,1910 - 1919,Oregon
142,1622,1390,-0.08,1910,1910 - 1919,Pennsylvania
143,8,9,0.06,1910,1910 - 1919,null
144,126,141,0.06,1910,1910 - 1919,Rhode Island
145,488,490,0.0,1910,1910 - 1919,South Carolina
146,1184,1119,-0.03,1910,1910 - 1919,South Dakota
147,1879,1444,-0.13,1910,1910 - 1919,Tennessee
148,4193,3835,-0.04,1910,1910 - 1919,Texas
150,1487,1450,-0.01,1910,1910 - 1919,Utah
151,169,227,0.15,1910,1910 - 1919,Vermont
152,1255,1121,-0.06,1910,1910 - 1919,Virginia
153,1392,1838,0.14,1910,1910 - 1919,Washington
154,1421,1267,-0.06,1910,1910 - 1919,West Virginia
155,1044,1113,0.03,1910,1910 - 1919,Wisconsin
156,503,734,0.19,1910,1910 - 1919,Wyoming
158,111,104,-0.03,1910,1910 - 1919,Dakota
101,2095,1601,-0.13,1880,1880 - 1889,Alabama
102,101,119,0.08,1880,1880 - 1889,null
104,456,874,0.31,1880,1880 - 1889,Arizona
105,3059,3795,0.11,1880,1880 - 1889,Arkansas
106,803,1717,0.36,1880,1880 - 1889,California
107,720,1772,0.42,1880,1880 - 1889,Colorado
109,301,399,0.14,1880,1880 - 1889,Connecticut
110,199,210,0.03,1880,1880 - 1889,Delaware
111,108,154,0.18,1880,1880 - 1889,District of Columbia
112,355,561,0.22,1880,1880 - 1889,Florida
113,1742,1058,-0.24,1880,1880 - 1889,Georgia
115,20,27,0.15,1880,1880 - 1889,null
116,766,1995,0.45,1880,1880 - 1889,Idaho
117,6654,4140,-0.23,1880,1880 - 1889,Illinois
118,4066,2749,-0.19,1880,1880 - 1889,Indiana
119,6075,4443,-0.16,1880,1880 - 1889,Iowa
120,5701,8177,0.18,1880,1880 - 1889,Kansas
121,2737,1710,-0.23,1880,1880 - 1889,Kentucky
122,616,727,0.08,1880,1880 - 1889,Louisiana
123,292,370,0.12,1880,1880 - 1889,Maine
124,461,406,-0.06,1880,1880 - 1889,Maryland
125,650,1106,0.26,1880,1880 - 1889,Massachusetts
126,1619,2524,0.22,1880,1880 - 1889,Michigan
127,1554,2076,0.14,1880,1880 - 1889,Minnesota
128,1476,785,-0.31,1880,1880 - 1889,Mississippi
129,6388,6223,-0.01,1880,1880 - 1889,Missouri
130,256,625,0.42,1880,1880 - 1889,Montana
131,2564,5392,0.36,1880,1880 - 1889,Nebraska
132,182,132,-0.16,1880,1880 - 1889,Nevada
133,224,295,0.14,1880,1880 - 1889,New Hampshire
134,413,606,0.19,1880,1880 - 1889,New Jersey
135,251,509,0.34,1880,1880 - 1889,New Mexico
136,1817,1639,-0.05,1880,1880 - 1889,New York
137,1107,849,-0.13,1880,1880 - 1889,North Carolina
138,272,996,0.57,1880,1880 - 1889,North Dakota
139,3844,2660,-0.18,1880,1880 - 1889,Ohio
140,867,3053,0.56,1880,1880 - 1889,Oklahoma
141,844,1519,0.29,1880,1880 - 1889,Oregon
142,2191,1932,-0.06,1880,1880 - 1889,Pennsylvania
143,3,2,-0.2,1880,1880 - 1889,null
144,192,254,0.14,1880,1880 - 1889,Rhode Island
145,600,404,-0.2,1880,1880 - 1889,South Carolina
146,774,2155,0.47,1880,1880 - 1889,South Dakota
147,2821,1824,-0.21,1880,1880 - 1889,Tennessee
148,3463,5774,0.25,1880,1880 - 1889,Texas
150,2561,1540,-0.25,1880,1880 - 1889,Utah
151,318,290,-0.05,1880,1880 - 1889,Vermont
152,1635,1288,-0.12,1880,1880 - 1889,Virginia
153,552,1904,0.55,1880,1880 - 1889,Washington
154,1519,1513,0.0,1880,1880 - 1889,West Virginia
155,1888,1685,-0.06,1880,1880 - 1889,Wisconsin
156,246,560,0.39,1880,1880 - 1889,Wyoming
157,0,1,1.0,1880,1880 - 1889,Carolina
158,327,307,-0.03,1880,1880 - 1889,Dakota
